Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"OPA1","OPA1 Mitochondrial Dynamin Like GTPase","Protein Coding","44","GC03P193594","11.5128927230835","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPA1"
"CCL2","C-C Motif Chemokine Ligand 2","Protein Coding","48","GC17P034255","11.4961385726929","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL2"
"NCF2","Neutrophil Cytosolic Factor 2","Protein Coding","46","GC01M183555","11.4920291900635","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCF2"
"IL1A","Interleukin 1 Alpha","Protein Coding","42","GC02M112773","11.467022895813","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1A"
"NSD1","Nuclear Receptor Binding SET Domain Protein 1","Protein Coding","42","GC05P177134","11.4505987167358","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSD1"
"C5","Complement C5","Protein Coding","45","GC09M120952","11.4023466110229","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C5"
"EP300","E1A Binding Protein P300","Protein Coding","50","GC22P041091","11.3723001480103","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP300"
"C3","Complement C3","Protein Coding","46","GC19M006677","11.3563652038574","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C3"
"MEG3","Maternally Expressed 3","RNA Gene","29","GC14P107258","11.3455410003662","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEG3"
"PTGS2","Prostaglandin-Endoperoxide Synthase 2","Protein Coding","48","GC01M186640","11.3249950408936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2"
"CDKN2A","Cyclin Dependent Kinase Inhibitor 2A","Protein Coding","50","GC09M021967","11.2386226654053","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2A"
"GBA","Glucosylceramidase Beta","Protein Coding","46","GC01M155234","11.2260417938232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GBA"
"OXT","Oxytocin/Neurophysin I Prepropeptide","Protein Coding","40","GC20P003068","11.1995391845703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OXT"
"PTPRC","Protein Tyrosine Phosphatase Receptor Type C","Protein Coding","49","GC01P198607","11.1987161636353","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRC"
"POMC","Proopiomelanocortin","Protein Coding","46","GC02M025160","11.1976451873779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMC"
"ATP1A2","ATPase Na+/K+ Transporting Subunit Alpha 2","Protein Coding","47","GC01P160115","11.1780948638916","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP1A2"
"CYP21A2","Cytochrome P450 Family 21 Subfamily A Member 2","Protein Coding","45","GC06P061194","11.1690435409546","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP21A2"
"PLAT","Plasminogen Activator, Tissue Type","Protein Coding","48","GC08M042174","11.1377420425415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAT"
"SLC2A1","Solute Carrier Family 2 Member 1","Protein Coding","52","GC01M042925","11.1172075271606","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A1"
"PIBF1","Progesterone Immunomodulatory Binding Factor 1","Protein Coding","40","GC13P072782","11.1110782623291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIBF1"
"UBE3A","Ubiquitin Protein Ligase E3A","Protein Coding","47","GC15M025333","10.9959783554077","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE3A"
"MAPK1","Mitogen-Activated Protein Kinase 1","Protein Coding","51","GC22M021759","10.9649314880371","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK1"
"IL17F","Interleukin 17F","Protein Coding","40","GC06M053396","10.9451990127563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17F"
"H19","H19 Imprinted Maternally Expressed Transcript","RNA Gene","28","GC11M001995","10.9194040298462","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H19"
"DNAH9","Dynein Axonemal Heavy Chain 9","Protein Coding","37","GC17P011598","10.8668384552002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAH9"
"TSC2","TSC Complex Subunit 2","Protein Coding","49","GC16P006812","10.8415212631226","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC2"
"IGF2","Insulin Like Growth Factor 2","Protein Coding","46","GC11M002130","10.8292770385742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2"
"COMT","Catechol-O-Methyltransferase","Protein Coding","50","GC22P019941","10.8193559646606","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMT"
"F10","Coagulation Factor X","Protein Coding","48","GC13P113122","10.802098274231","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F10"
"FN1","Fibronectin 1","Protein Coding","49","GC02M215360","10.787486076355","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FN1"
"KRT14","Keratin 14","Protein Coding","46","GC17M041582","10.7459516525269","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT14"
"PAX6","Paired Box 6","Protein Coding","47","GC11M031784","10.6709899902344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX6"
"THBD","Thrombomodulin","Protein Coding","43","GC20M023026","10.6625804901123","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBD"
"KDR","Kinase Insert Domain Receptor","Protein Coding","52","GC04M055078","10.6113796234131","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDR"
"SRC","SRC Proto-Oncogene, Non-Receptor Tyrosine Kinase","Protein Coding","50","GC20P037344","10.5976819992065","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRC"
"CALR","Calreticulin","Protein Coding","49","GC19P012938","10.5796556472778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALR"
"F7","Coagulation Factor VII","Protein Coding","47","GC13P113105","10.5540132522583","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F7"
"FCGR3B","Fc Fragment Of IgG Receptor IIIb","Protein Coding","41","GC01M161623","10.5429811477661","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR3B"
"GNAS","GNAS Complex Locus","Protein Coding","50","GC20P058839","10.5321140289307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAS"
"CD44","CD44 Molecule (Indian Blood Group)","Protein Coding","46","GC11P035139","10.5094547271729","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD44"
"CFH","Complement Factor H","Protein Coding","45","GC01P196621","10.4934186935425","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFH"
"BDNF","Brain Derived Neurotrophic Factor","Protein Coding","46","GC11M027654","10.4813842773438","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDNF"
"ERCC2","ERCC Excision Repair 2, TFIIH Core Complex Helicase Subunit","Protein Coding","47","GC19M045349","10.4290180206299","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC2"
"TYMS","Thymidylate Synthetase","Protein Coding","46","GC18P000657","10.4117078781128","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYMS"
"PRL","Prolactin","Protein Coding","42","GC06M022287","10.411602973938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRL"
"IDH1","Isocitrate Dehydrogenase (NADP(+)) 1","Protein Coding","51","GC02M208236","10.396372795105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH1"
"STAT5B","Signal Transducer And Activator Of Transcription 5B","Protein Coding","48","GC17M042199","10.3936891555786","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT5B"
"GATA1","GATA Binding Protein 1","Protein Coding","46","GC0XP048786","10.3848857879639","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA1"
"DCLRE1C","DNA Cross-Link Repair 1C","Protein Coding","44","GC10M014897","10.3818120956421","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCLRE1C"
"BCL2","BCL2 Apoptosis Regulator","Protein Coding","49","GC18M063123","10.3689241409302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2"
"F11","Coagulation Factor XI","Protein Coding","45","GC04P186265","10.3654842376709","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F11"
"HLA-A","Major Histocompatibility Complex, Class I, A","Protein Coding","46","GC06P061131","10.3565626144409","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-A"
"DNMT3B","DNA Methyltransferase 3 Beta","Protein Coding","50","GC20P032762","10.3176298141479","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT3B"
"PSMB8","Proteasome 20S Subunit Beta 8","Protein Coding","49","GC06M032840","10.3105945587158","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB8"
"IFNA1","Interferon Alpha 1","Protein Coding","38","GC09P021543","10.2891139984131","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA1"
"ICAM1","Intercellular Adhesion Molecule 1","Protein Coding","49","GC19P010270","10.2785778045654","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM1"
"TF","Transferrin","Protein Coding","48","GC03P133666","10.2712593078613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TF"
"NPM1","Nucleophosmin 1","Protein Coding","48","GC05P171387","10.2204093933105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPM1"
"CSF2","Colony Stimulating Factor 2","Protein Coding","42","GC05P132073","10.21315574646","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF2"
"FGFR1","Fibroblast Growth Factor Receptor 1","Protein Coding","53","GC08M038400","10.2104597091675","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR1"
"CCR6","C-C Motif Chemokine Receptor 6","Protein Coding","44","GC06P167111","10.1795749664307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR6"
"MYC","MYC Proto-Oncogene, BHLH Transcription Factor","Protein Coding","50","GC08P127735","10.1106224060059","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYC"
"KIR3DL1","Killer Cell Immunoglobulin Like Receptor, Three Ig Domains And Long Cytoplasmic Tail 1","Protein Coding","40","GC19P057729","10.1076641082764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR3DL1"
"IL13","Interleukin 13","Protein Coding","43","GC05P132656","10.0857830047607","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL13"
"AFP","Alpha Fetoprotein","Protein Coding","44","GC04P073431","10.0812969207764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFP"
"CCND1","Cyclin D1","Protein Coding","51","GC11P069641","10.0767688751221","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCND1"
"FGFR2","Fibroblast Growth Factor Receptor 2","Protein Coding","52","GC10M121478","10.0765695571899","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR2"
"CD46","CD46 Molecule","Protein Coding","45","GC01P207752","10.0246553421021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD46"
"DLK1","Delta Like Non-Canonical Notch Ligand 1","Protein Coding","43","GC14P107072","9.9832878112793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLK1"
"PDGFRB","Platelet Derived Growth Factor Receptor Beta","Protein Coding","53","GC05M150113","9.97283935546875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFRB"
"TFRC","Transferrin Receptor","Protein Coding","47","GC03M196027","9.96553230285645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFRC"
"IL5","Interleukin 5","Protein Coding","43","GC05M132541","9.96042823791504","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL5"
"ADA2","Adenosine Deaminase 2","Protein Coding","33","GC22M017179","9.95001792907715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADA2"
"HLA-C","Major Histocompatibility Complex, Class I, C","Protein Coding","44","GC06M051344","9.9396448135376","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-C"
"MDM2","MDM2 Proto-Oncogene","Protein Coding","52","GC12P068808","9.90097427368164","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDM2"
"HIF1A","Hypoxia Inducible Factor 1 Subunit Alpha","Protein Coding","46","GC14P061695","9.89792728424072","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIF1A"
"GUSB","Glucuronidase Beta","Protein Coding","46","GC07M065960","9.81831550598145","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUSB"
"TNXB","Tenascin XB","Protein Coding","43","GC06M051428","9.79446792602539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNXB"
"MKI67","Marker Of Proliferation Ki-67","Protein Coding","44","GC10M128096","9.78370761871338","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKI67"
"SELP","Selectin P","Protein Coding","44","GC01M169558","9.76715660095215","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELP"
"PPARG","Peroxisome Proliferator Activated Receptor Gamma","Protein Coding","51","GC03P012287","9.76487255096436","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARG"
"TLR2","Toll Like Receptor 2","Protein Coding","50","GC04P153684","9.76398754119873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR2"
"MUC1","Mucin 1, Cell Surface Associated","Protein Coding","46","GC01M155185","9.73621559143066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC1"
"GPHN","Gephyrin","Protein Coding","47","GC14P066507","9.70891952514648","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPHN"
"CASP3","Caspase 3","Protein Coding","49","GC04M184627","9.70120048522949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP3"
"LTA","Lymphotoxin Alpha","Protein Coding","41","GC06P061168","9.66594409942627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTA"
"IDH2","Isocitrate Dehydrogenase (NADP(+)) 2","Protein Coding","51","GC15M090083","9.62134647369385","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH2"
"NOTCH1","Notch Receptor 1","Protein Coding","50","GC09M136892","9.59912109375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH1"
"CGB3","Chorionic Gonadotropin Subunit Beta 3","Protein Coding","29","GC19M051593","9.56724262237549","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGB3"
"FMR1","FMRP Translational Regulator 1","Protein Coding","44","GC0XP147933","9.56025981903076","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMR1"
"KMT2D","Lysine Methyltransferase 2D","Protein Coding","41","GC12M049018","9.55661296844482","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT2D"
"HELLS","Helicase, Lymphoid Specific","Protein Coding","45","GC10P094501","9.55015563964844","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HELLS"
"IL21","Interleukin 21","Protein Coding","41","GC04M122612","9.50704574584961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL21"
"KIR2DS1","Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Short Cytoplasmic Tail 1","Protein Coding","22","GC19Mr00063","9.43160057067871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DS1"
"SCNN1A","Sodium Channel Epithelial 1 Subunit Alpha","Protein Coding","46","GC12M006346","9.43071365356445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCNN1A"
"VDR","Vitamin D Receptor","Protein Coding","50","GC12M047841","9.41198253631592","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDR"
"HNF1B","HNF1 Homeobox B","Protein Coding","43","GC17M037686","9.41182708740234","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1B"
"IL3","Interleukin 3","Protein Coding","42","GC05P132060","9.38050365447998","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL3"
"FGF2","Fibroblast Growth Factor 2","Protein Coding","46","GC04P122826","9.35622787475586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF2"
"DNAAF2","Dynein Axonemal Assembly Factor 2","Protein Coding","36","GC14M049625","9.29244327545166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAAF2"
"PRF1","Perforin 1","Protein Coding","44","GC10M070597","9.28904819488525","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRF1"
"MT-ND1","Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 1","Protein Coding","33","GCMTP003309","9.28770923614502","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND1"
"PKD1","Polycystin 1, Transient Receptor Potential Channel Interacting","Protein Coding","45","GC16M004128","9.28407859802246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD1"
"MTHFD1","Methylenetetrahydrofolate Dehydrogenase, Cyclohydrolase And Formyltetrahydrofolate Synthetase 1","Protein Coding","44","GC14P064388","9.2544116973877","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFD1"
"CLN8","CLN8 Transmembrane ER And ERGIC Protein","Protein Coding","41","GC08P001755","9.2136116027832","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLN8"
"GNRH1","Gonadotropin Releasing Hormone 1","Protein Coding","41","GC08M025419","9.20586681365967","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNRH1"
"HMOX1","Heme Oxygenase 1","Protein Coding","51","GC22P035380","9.19573497772217","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMOX1"
"LRP5","LDL Receptor Related Protein 5","Protein Coding","48","GC11P068298","9.17156600952148","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP5"
"RET","Ret Proto-Oncogene","Protein Coding","52","GC10P043081","9.1665678024292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RET"
"SLC6A4","Solute Carrier Family 6 Member 4","Protein Coding","47","GC17M030194","9.1569881439209","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A4"
"DNM2","Dynamin 2","Protein Coding","49","GC19P010718","9.15598773956299","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM2"
"MET","MET Proto-Oncogene, Receptor Tyrosine Kinase","Protein Coding","52","GC07P116672","9.14484691619873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MET"
"GCK","Glucokinase","Protein Coding","49","GC07M044228","9.11552429199219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCK"
"CCL5","C-C Motif Chemokine Ligand 5","Protein Coding","42","GC17M035871","9.10365295410156","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL5"
"LEPR","Leptin Receptor","Protein Coding","48","GC01P065421","9.07291793823242","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEPR"
"SLC34A1","Solute Carrier Family 34 Member 1","Protein Coding","44","GC05P177381","9.03983688354492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC34A1"
"IL1R1","Interleukin 1 Receptor Type 1","Protein Coding","44","GC02P102136","9.02525901794434","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1R1"
"GSTM1","Glutathione S-Transferase Mu 1","Protein Coding","41","GC01P109687","9.00853633880615","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTM1"
"HLA-DPB1","Major Histocompatibility Complex, Class II, DP Beta 1","Protein Coding","43","GC06P061206","9.00118255615234","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DPB1"
"DRD2","Dopamine Receptor D2","Protein Coding","49","GC11M113409","8.99030017852783","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRD2"
"IL33","Interleukin 33","Protein Coding","38","GC09P006206","8.97661018371582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL33"
